เพศ,ช่วงอายุ,พฤติกรรม,สภาพแวดล้อม,ต่อมน้ำเหลืองบวม,เดินผิดปกติ,ขากรรไกรแข็ง,กล้ามเนื้อกระตุก,ติดเชื้อ,ชัก,น้ำลายไหล,ไข้,เดินกะเผลก,ท้องร่วง,กลืนลำบาก,น้ำหนักลด,เจ็บกีบ,ขาบวม,น้ำมูกเขียว,ปัสสาวะรั่วทางสะดือ,ตาอักเสบ,แท้ง,ซึม,อัมพาต,หายใจลำบาก,ไอ,กีบร้อน,เกร็ง,ดีซ่าน,ปัสสาวะผิดปกติ,ปวดท้อง,กระสับกระส่าย,คอบวม,น้ำมูกไหล,เบื่ออาหาร,อ่อนแรง,เดินโซเซ,สะดืออักเสบ,บวมน้ำ,เดินไม่มั่นคง,โรค
ผู้,ม้าหนุ่มสาว,กินน้อย,คอกสะอาด,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
ผู้,ลูกม้า,กระสับกระส่าย,คอกสกปรก,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ภาวะปัสสาวะรั่วออกทางสะดือ
ผู้,ม้าโต,ปกติ,มีแมลงชุกชุม,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
ผู้ตอน,ม้าหนุ่มสาว,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,อาการเสียด
ผู้ตอน,ม้าหนุ่มสาว,กระสับกระส่าย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
ผู้,ม้าหนุ่มสาว,กระสับกระส่าย,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
เมีย,ม้าโต,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,หลอดอาหารอุดตัน
ผู้ตอน,ลูกม้า,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,โรคเซอร์รา
ผู้,ม้าหนุ่มสาว,กินน้อย,คอกสกปรก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้ตอน,ลูกม้า,กระสับกระส่าย,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
เมีย,ลูกม้า,กินน้อย,คอกสะอาด,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
เมีย,ลูกม้า,ซึม,คอกสกปรก,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,โรคพยาธิ
เมีย,ม้าโต,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
เมีย,ลูกม้า,กระสับกระส่าย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,อาการเสียด
ผู้,ม้าหนุ่มสาว,ก้าวร้าว,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
ผู้,ลูกม้า,ปกติ,คอกสกปรก,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
เมีย,ลูกม้า,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,อาการเสียด
เมีย,ม้าโต,กระสับกระส่าย,อากาศแปรปรวน,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
เมีย,ลูกม้า,กินน้อย,คอกสะอาด,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
ผู้ตอน,ม้าหนุ่มสาว,ปกติ,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
ผู้,ลูกม้า,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,โรคเซอร์รา
ผู้,ลูกม้า,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
ผู้,ลูกม้า,ซึม,คอกสะอาด,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ภาวะปัสสาวะรั่วออกทางสะดือ
ผู้,ลูกม้า,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคไข้หวัดใหญ่
เมีย,ลูกม้า,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
เมีย,ม้าโต,กระสับกระส่าย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
ผู้ตอน,ม้าหนุ่มสาว,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,โรคไข้หวัดใหญ่
เมีย,ม้าหนุ่มสาว,ซึม,มีแมลงชุกชุม,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
เมีย,ม้าหนุ่มสาว,ก้าวร้าว,คอกสะอาด,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
เมีย,ลูกม้า,ซึม,คอกสกปรก,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคพยาธิ
เมีย,ม้าหนุ่มสาว,ก้าวร้าว,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
เมีย,ม้าโต,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
ผู้,ลูกม้า,กระสับกระส่าย,คอกสกปรก,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคพยาธิ
ผู้,ม้าหนุ่มสาว,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
ผู้,ม้าหนุ่มสาว,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,โรคโลหิตจางติดต่อ
เมีย,ลูกม้า,กระสับกระส่าย,อากาศแปรปรวน,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้ตอน,ลูกม้า,กินน้อย,อากาศแปรปรวน,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,โรคซัลโมเนลโลสิส
ผู้ตอน,ลูกม้า,กินน้อย,มีแมลงชุกชุม,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้,ม้าหนุ่มสาว,ก้าวร้าว,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ม้าโต,กินน้อย,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,โรคฉี่หนู
เมีย,ม้าหนุ่มสาว,ก้าวร้าว,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ม้าโต,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
เมีย,ลูกม้า,ก้าวร้าว,คอกสกปรก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคพยาธิ
เมีย,ม้าหนุ่มสาว,ปกติ,คอกสะอาด,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
ผู้ตอน,ลูกม้า,ปกติ,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ลูกม้า,ซึม,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
ผู้ตอน,ม้าหนุ่มสาว,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,โรคโลหิตจางติดต่อ
ผู้,ลูกม้า,กระสับกระส่าย,มีแมลงชุกชุม,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,โรคเออร์ลิชิโอสิส
ผู้ตอน,ม้าหนุ่มสาว,ปกติ,คอกสกปรก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้ตอน,ม้าโต,ก้าวร้าว,มีแมลงชุกชุม,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
ผู้,ม้าโต,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,โรคไข้หวัดใหญ่
ผู้ตอน,ลูกม้า,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,โรคโลหิตจางติดต่อ
ผู้,ลูกม้า,ปกติ,คอกสกปรก,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้ตอน,ม้าโต,ปกติ,อากาศแปรปรวน,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
เมีย,ลูกม้า,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
เมีย,ลูกม้า,กระสับกระส่าย,คอกสกปรก,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคพยาธิ
ผู้,ลูกม้า,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
ผู้ตอน,ม้าหนุ่มสาว,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคไข้ลงกีบ
เมีย,ม้าหนุ่มสาว,ก้าวร้าว,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ม้าหนุ่มสาว,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,โรคโลหิตจางติดต่อ
เมีย,ม้าหนุ่มสาว,กินน้อย,มีแมลงชุกชุม,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
ผู้,ม้าโต,กระสับกระส่าย,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้ตอน,ลูกม้า,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
ผู้,ม้าหนุ่มสาว,ก้าวร้าว,คอกสกปรก,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
เมีย,ม้าโต,ก้าวร้าว,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,โรคเซอร์รา
ผู้,ม้าโต,ปกติ,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้ตอน,ลูกม้า,ก้าวร้าว,คอกสะอาด,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ภาวะปัสสาวะรั่วออกทางสะดือ
ผู้,ลูกม้า,ก้าวร้าว,มีแมลงชุกชุม,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้ตอน,ลูกม้า,กินน้อย,อากาศแปรปรวน,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ภาวะปัสสาวะรั่วออกทางสะดือ
เมีย,ม้าหนุ่มสาว,ปกติ,คอกสกปรก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
ผู้,ลูกม้า,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
ผู้ตอน,ม้าโต,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
เมีย,ม้าหนุ่มสาว,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,หลอดอาหารอุดตัน
เมีย,ม้าหนุ่มสาว,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,โรคไข้หวัดใหญ่
เมีย,ลูกม้า,ปกติ,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
ผู้ตอน,ลูกม้า,ก้าวร้าว,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
ผู้,ม้าโต,ปกติ,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,โรคโลหิตจางติดต่อ
ผู้,ลูกม้า,กินน้อย,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
เมีย,ลูกม้า,กระสับกระส่าย,คอกสะอาด,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้,ลูกม้า,กระสับกระส่าย,คอกสกปรก,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ลูกม้า,ซึม,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
เมีย,ม้าโต,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,โรคเซอร์รา
ผู้ตอน,ลูกม้า,ก้าวร้าว,คอกสกปรก,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคพยาธิ
ผู้,ลูกม้า,ซึม,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,โรคเซอร์รา
ผู้,ลูกม้า,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,โรคไข้หวัดใหญ่
ผู้,ลูกม้า,ซึม,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
ผู้ตอน,ม้าโต,ซึม,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
ผู้,ม้าโต,กินน้อย,คอกสกปรก,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,โรคบาดทะยัก
เมีย,ลูกม้า,ก้าวร้าว,มีแมลงชุกชุม,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
เมีย,ม้าโต,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,หลอดอาหารอุดตัน
เมีย,ม้าหนุ่มสาว,ปกติ,คอกสกปรก,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้,ลูกม้า,กระสับกระส่าย,มีแมลงชุกชุม,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้ตอน,ลูกม้า,ปกติ,คอกสกปรก,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
ผู้ตอน,ลูกม้า,ปกติ,คอกสะอาด,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,โรคมงคล่อธรรมดา
เมีย,ม้าหนุ่มสาว,กระสับกระส่าย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
ผู้ตอน,ลูกม้า,ซึม,คอกสกปรก,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
ผู้ตอน,ม้าโต,ก้าวร้าว,คอกสกปรก,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,โรคฉี่หนู
เมีย,ลูกม้า,ปกติ,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,โรคซัลโมเนลโลสิส
ผู้,ม้าโต,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
เมีย,ม้าโต,กระสับกระส่าย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
เมีย,ลูกม้า,ก้าวร้าว,คอกสกปรก,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
เมีย,ลูกม้า,ซึม,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,โรคสมองอักเสบ
ผู้,ลูกม้า,กระสับกระส่าย,มีแมลงชุกชุม,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
เมีย,ลูกม้า,ปกติ,คอกสกปรก,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ภาวะปัสสาวะรั่วออกทางสะดือ
เมีย,ม้าหนุ่มสาว,ปกติ,มีแมลงชุกชุม,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคเออร์ลิชิโอสิส
ผู้ตอน,ม้าหนุ่มสาว,ปกติ,คอกสกปรก,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคบาดทะยัก
เมีย,ลูกม้า,กินน้อย,อากาศแปรปรวน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,อาการเสียด
ผู้,ม้าหนุ่มสาว,กระสับกระส่าย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคโลหิตจางติดต่อ
เมีย,ลูกม้า,ปกติ,อากาศแปรปรวน,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
ผู้ตอน,ลูกม้า,กินน้อย,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,โรคเซอร์รา
เมีย,ลูกม้า,ซึม,มีแมลงชุกชุม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,โรคจมูกอักเสบจากไวรัส
เมีย,ลูกม้า,กระสับกระส่าย,คอกสะอาด,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,โรคซัลโมเนลโลสิส
